,season,Home,G.1,Visitor,G,playoffs
44443,2010,Vancouver Canucks,7.0,Los Angeles Kings,2.0,1
44444,2010,Washington Capitals,1.0,Montreal Canadiens,2.0,1
44445,2010,Chicago Blackhawks,5.0,Nashville Predators,4.0,1
44446,2010,Colorado Avalanche,2.0,San Jose Sharks,5.0,1
44447,2010,Ottawa Senators,3.0,Pittsburgh Penguins,4.0,1
44448,2010,Detroit Red Wings,2.0,Phoenix Coyotes,5.0,1
44449,2010,Los Angeles Kings,2.0,Vancouver Canucks,4.0,1
44450,2010,Boston Bruins,4.0,Buffalo Sabres,3.0,1
44451,2010,Montreal Canadiens,4.0,Washington Capitals,1.0,1
44452,2010,Nashville Predators,3.0,Chicago Blackhawks,5.0,1
44453,2010,Phoenix Coyotes,1.0,Detroit Red Wings,6.0,1
44454,2010,Washington Capitals,1.0,Montreal Canadiens,2.0,1
44455,2010,San Jose Sharks,4.0,Detroit Red Wings,3.0,1
44456,2010,Pittsburgh Penguins,6.0,Montreal Canadiens,3.0,1
44457,2010,Boston Bruins,5.0,Philadelphia Flyers,4.0,1
44458,2010,Chicago Blackhawks,1.0,Vancouver Canucks,5.0,1
44459,2010,Pittsburgh Penguins,1.0,Montreal Canadiens,3.0,1
44460,2010,San Jose Sharks,4.0,Detroit Red Wings,3.0,1
44461,2010,Boston Bruins,3.0,Philadelphia Flyers,2.0,1
44462,2010,Chicago Blackhawks,4.0,Vancouver Canucks,2.0,1
44463,2010,Detroit Red Wings,3.0,San Jose Sharks,4.0,1
44464,2010,Montreal Canadiens,0.0,Pittsburgh Penguins,2.0,1
44465,2010,Philadelphia Flyers,1.0,Boston Bruins,4.0,1
44466,2010,Vancouver Canucks,2.0,Chicago Blackhawks,5.0,1
44467,2010,Detroit Red Wings,7.0,San Jose Sharks,1.0,1
44468,2010,Montreal Canadiens,3.0,Pittsburgh Penguins,2.0,1
44469,2010,Philadelphia Flyers,5.0,Boston Bruins,4.0,1
44470,2010,Vancouver Canucks,4.0,Chicago Blackhawks,7.0,1
44471,2010,Pittsburgh Penguins,2.0,Montreal Canadiens,1.0,1
44472,2010,San Jose Sharks,2.0,Detroit Red Wings,1.0,1
44473,2010,Chicago Blackhawks,1.0,Vancouver Canucks,4.0,1
44474,2010,Boston Bruins,0.0,Philadelphia Flyers,4.0,1
44475,2010,Montreal Canadiens,4.0,Pittsburgh Penguins,3.0,1
44476,2010,Vancouver Canucks,1.0,Chicago Blackhawks,5.0,1
44477,2010,Philadelphia Flyers,2.0,Boston Bruins,1.0,1
44478,2010,Pittsburgh Penguins,2.0,Montreal Canadiens,5.0,1
44479,2010,Boston Bruins,3.0,Philadelphia Flyers,4.0,1
44480,2010,Philadelphia Flyers,6.0,Montreal Canadiens,0.0,1
44481,2010,San Jose Sharks,1.0,Chicago Blackhawks,2.0,1
44482,2010,Philadelphia Flyers,3.0,Montreal Canadiens,0.0,1
44483,2010,San Jose Sharks,2.0,Chicago Blackhawks,4.0,1
44484,2010,Montreal Canadiens,5.0,Philadelphia Flyers,1.0,1
44485,2010,Chicago Blackhawks,3.0,San Jose Sharks,2.0,1
44486,2010,Montreal Canadiens,0.0,Philadelphia Flyers,3.0,1
44487,2010,Chicago Blackhawks,4.0,San Jose Sharks,2.0,1
44488,2010,Philadelphia Flyers,4.0,Montreal Canadiens,2.0,1
44489,2010,Chicago Blackhawks,6.0,Philadelphia Flyers,5.0,1
44490,2010,Chicago Blackhawks,2.0,Philadelphia Flyers,1.0,1
44491,2010,Philadelphia Flyers,4.0,Chicago Blackhawks,3.0,1
44492,2010,Philadelphia Flyers,5.0,Chicago Blackhawks,3.0,1
44493,2010,Chicago Blackhawks,7.0,Philadelphia Flyers,4.0,1
44494,2010,Philadelphia Flyers,3.0,Chicago Blackhawks,4.0,1
44495,2011,Colorado Avalanche,4.0,Chicago Blackhawks,3.0,0
44496,2011,Edmonton Oilers,4.0,Calgary Flames,0.0,0
44497,2011,Minnesota Wild,3.0,Carolina Hurricanes,4.0,0
44498,2011,Pittsburgh Penguins,2.0,Philadelphia Flyers,3.0,0
44499,2011,Toronto Maple Leafs,3.0,Montreal Canadiens,2.0,0
44500,2011,Atlanta Thrashers,4.0,Washington Capitals,2.0,0
44501,2011,Carolina Hurricanes,2.0,Minnesota Wild,1.0,0
44502,2011,Columbus Blue Jackets,2.0,San Jose Sharks,3.0,0
44503,2011,Detroit Red Wings,4.0,Anaheim Ducks,0.0,0
44504,2011,New Jersey Devils,3.0,Dallas Stars,4.0,0
44505,2011,Ottawa Senators,1.0,Buffalo Sabres,2.0,0
44506,2011,Boston Bruins,2.0,Phoenix Coyotes,5.0,0
44507,2011,Buffalo Sabres,3.0,New York Rangers,6.0,0
44508,2011,Chicago Blackhawks,2.0,Detroit Red Wings,3.0,0
44509,2011,Nashville Predators,4.0,Anaheim Ducks,1.0,0
44510,2011,New York Islanders,4.0,Dallas Stars,5.0,0
44511,2011,Pittsburgh Penguins,2.0,Montreal Canadiens,3.0,0
44512,2011,San Jose Sharks,2.0,Columbus Blue Jackets,3.0,0
44513,2011,St. Louis Blues,2.0,Philadelphia Flyers,1.0,0
44514,2011,Tampa Bay Lightning,5.0,Atlanta Thrashers,3.0,0
44515,2011,Toronto Maple Leafs,5.0,Ottawa Senators,1.0,0
44516,2011,Vancouver Canucks,1.0,Los Angeles Kings,2.0,0
44517,2011,Washington Capitals,7.0,New Jersey Devils,2.0,0
44518,2011,Calgary Flames,3.0,Los Angeles Kings,1.0,0
44519,2011,Edmonton Oilers,3.0,Florida Panthers,2.0,0
44520,2011,Phoenix Coyotes,0.0,Boston Bruins,3.0,0
44521,2011,Buffalo Sabres,3.0,Chicago Blackhawks,4.0,0
44522,2011,New Jersey Devils,1.0,Pittsburgh Penguins,3.0,0
44523,2011,New York Islanders,6.0,New York Rangers,4.0,0
44524,2011,Philadelphia Flyers,4.0,Colorado Avalanche,2.0,0
44525,2011,St. Louis Blues,5.0,Anaheim Ducks,1.0,0
44526,2011,Vancouver Canucks,2.0,Florida Panthers,1.0,0
44527,2011,Washington Capitals,3.0,Ottawa Senators,2.0,0
44528,2011,Detroit Red Wings,4.0,Colorado Avalanche,5.0,0
44529,2011,Los Angeles Kings,3.0,Atlanta Thrashers,1.0,0
44530,2011,Anaheim Ducks,4.0,Vancouver Canucks,3.0,0
44531,2011,Buffalo Sabres,0.0,New Jersey Devils,1.0,0
44532,2011,Chicago Blackhawks,2.0,Nashville Predators,3.0,0
44533,2011,Montreal Canadiens,3.0,Tampa Bay Lightning,4.0,0
44534,2011,Pittsburgh Penguins,3.0,Toronto Maple Leafs,4.0,0
44535,2011,Washington Capitals,2.0,New York Islanders,1.0,0
44536,2011,Calgary Flames,0.0,Florida Panthers,3.0,0
44537,2011,Dallas Stars,4.0,Detroit Red Wings,1.0,0
44538,2011,Minnesota Wild,4.0,Edmonton Oilers,2.0,0
44539,2011,Nashville Predators,4.0,St. Louis Blues,3.0,0
44540,2011,Ottawa Senators,3.0,Carolina Hurricanes,2.0,0
44541,2011,Philadelphia Flyers,2.0,Tampa Bay Lightning,3.0,0
44542,2011,Anaheim Ducks,4.0,Atlanta Thrashers,5.0,0
44543,2011,Buffalo Sabres,1.0,Montreal Canadiens,2.0,0
44544,2011,Columbus Blue Jackets,2.0,Chicago Blackhawks,5.0,0
44545,2011,Los Angeles Kings,4.0,Vancouver Canucks,1.0,0
44546,2011,New Jersey Devils,2.0,Colorado Avalanche,3.0,0
44547,2011,New York Rangers,3.0,Toronto Maple Leafs,4.0,0
44548,2011,Pittsburgh Penguins,3.0,New York Islanders,2.0,0
44549,2011,Calgary Flames,5.0,Edmonton Oilers,3.0,0
44550,2011,Chicago Blackhawks,4.0,Buffalo Sabres,3.0,0
44551,2011,Dallas Stars,3.0,St. Louis Blues,2.0,0
44552,2011,Florida Panthers,6.0,Tampa Bay Lightning,0.0,0
44553,2011,Minnesota Wild,2.0,Columbus Blue Jackets,3.0,0
44554,2011,Montreal Canadiens,4.0,Ottawa Senators,3.0,0
44555,2011,New Jersey Devils,1.0,Boston Bruins,4.0,0
44556,2011,Nashville Predators,2.0,Washington Capitals,3.0,0
44557,2011,New York Islanders,5.0,Colorado Avalanche,2.0,0
44558,2011,Philadelphia Flyers,1.0,Pittsburgh Penguins,5.0,0
44559,2011,Phoenix Coyotes,1.0,Detroit Red Wings,2.0,0
44560,2011,San Jose Sharks,2.0,Atlanta Thrashers,4.0,0
44561,2011,Anaheim Ducks,3.0,Phoenix Coyotes,2.0,0
44562,2011,Vancouver Canucks,5.0,Carolina Hurricanes,1.0,0
44563,2011,Chicago Blackhawks,3.0,St. Louis Blues,2.0,0
44564,2011,New York Rangers,1.0,Colorado Avalanche,3.0,0
44565,2011,Pittsburgh Penguins,5.0,Ottawa Senators,2.0,0
44566,2011,Tampa Bay Lightning,5.0,Dallas Stars,4.0,0
44567,2011,Toronto Maple Leafs,1.0,New York Islanders,2.0,0
44568,2011,Minnesota Wild,6.0,Vancouver Canucks,2.0,0
44569,2011,Nashville Predators,0.0,Calgary Flames,1.0,0
44570,2011,San Jose Sharks,2.0,Carolina Hurricanes,5.0,0
44571,2011,Washington Capitals,1.0,Boston Bruins,3.0,0
44572,2011,Atlanta Thrashers,1.0,Buffalo Sabres,4.0,0
44573,2011,Columbus Blue Jackets,3.0,Anaheim Ducks,1.0,0
44574,2011,Chicago Blackhawks,2.0,Vancouver Canucks,1.0,0
44575,2011,Los Angeles Kings,4.0,Carolina Hurricanes,3.0,0
44576,2011,Boston Bruins,4.0,Washington Capitals,1.0,0
44577,2011,Colorado Avalanche,2.0,San Jose Sharks,4.0,0
44578,2011,Detroit Red Wings,4.0,Calgary Flames,2.0,0
44579,2011,Edmonton Oilers,2.0,Minnesota Wild,4.0,0
44580,2011,Florida Panthers,1.0,Dallas Stars,4.0,0
44581,2011,Montreal Canadiens,0.0,New Jersey Devils,3.0,0
44582,2011,Nashville Predators,3.0,Pittsburgh Penguins,4.0,0
44583,2011,Philadelphia Flyers,2.0,Anaheim Ducks,3.0,0
44584,2011,Phoenix Coyotes,4.0,Los Angeles Kings,2.0,0
44585,2011,Tampa Bay Lightning,2.0,New York Islanders,3.0,0
44586,2011,Toronto Maple Leafs,1.0,New York Rangers,2.0,0
44587,2011,Atlanta Thrashers,2.0,Tampa Bay Lightning,5.0,0
44588,2011,Buffalo Sabres,2.0,Ottawa Senators,4.0,0
44589,2011,Columbus Blue Jackets,2.0,Calgary Flames,6.0,0
44590,2011,St. Louis Blues,4.0,Chicago Blackhawks,2.0,0
44591,2011,Vancouver Canucks,5.0,Minnesota Wild,1.0,0
44592,2011,Boston Bruins,2.0,New York Rangers,3.0,0
44593,2011,Chicago Blackhawks,2.0,Columbus Blue Jackets,3.0,0
44594,2011,Colorado Avalanche,4.0,Los Angeles Kings,6.0,0
44595,2011,Dallas Stars,0.0,Nashville Predators,1.0,0
44596,2011,Detroit Red Wings,5.0,Anaheim Ducks,4.0,0
44597,2011,Edmonton Oilers,1.0,San Jose Sharks,6.0,0
44598,2011,Florida Panthers,4.0,New York Islanders,3.0,0
44599,2011,New Jersey Devils,1.0,Buffalo Sabres,6.0,0
44600,2011,Ottawa Senators,0.0,Montreal Canadiens,3.0,0
44601,2011,Philadelphia Flyers,5.0,Toronto Maple Leafs,2.0,0
44602,2011,Phoenix Coyotes,3.0,Carolina Hurricanes,4.0,0
44603,2011,St. Louis Blues,1.0,Pittsburgh Penguins,0.0,0
44604,2011,Washington Capitals,4.0,Atlanta Thrashers,3.0,0
44605,2011,Calgary Flames,4.0,San Jose Sharks,0.0,0
44606,2011,New York Rangers,3.0,New Jersey Devils,1.0,0
44607,2011,Tampa Bay Lightning,3.0,Nashville Predators,4.0,0
44608,2011,Columbus Blue Jackets,2.0,Philadelphia Flyers,1.0,0
44609,2011,Minnesota Wild,2.0,Los Angeles Kings,3.0,0
44610,2011,Montreal Canadiens,3.0,Phoenix Coyotes,2.0,0
44611,2011,Calgary Flames,5.0,Edmonton Oilers,4.0,0
44612,2011,Dallas Stars,2.0,Anaheim Ducks,5.0,0
44613,2011,Ottawa Senators,5.0,Phoenix Coyotes,2.0,0
44614,2011,Philadelphia Flyers,6.0,Buffalo Sabres,3.0,0
44615,2011,Toronto Maple Leafs,3.0,Florida Panthers,1.0,0
44616,2011,Vancouver Canucks,4.0,Colorado Avalanche,3.0,0
44617,2011,Carolina Hurricanes,0.0,Washington Capitals,3.0,0
44618,2011,Chicago Blackhawks,3.0,Los Angeles Kings,1.0,0
44619,2011,Montreal Canadiens,5.0,New York Islanders,3.0,0
44620,2011,New York Rangers,4.0,Atlanta Thrashers,6.0,0
44621,2011,San Jose Sharks,5.0,New Jersey Devils,2.0,0
44622,2011,Tampa Bay Lightning,5.0,Pittsburgh Penguins,3.0,0
44623,2011,Boston Bruins,2.0,Toronto Maple Leafs,0.0,0
44624,2011,Columbus Blue Jackets,3.0,Edmonton Oilers,2.0,0
44625,2011,Calgary Flames,5.0,Colorado Avalanche,6.0,0
44626,2011,Dallas Stars,2.0,Los Angeles Kings,5.0,0
44627,2011,Detroit Red Wings,2.0,Phoenix Coyotes,4.0,0
44628,2011,Minnesota Wild,2.0,Washington Capitals,1.0,0
44629,2011,Nashville Predators,0.0,St. Louis Blues,3.0,0
44630,2011,Ottawa Senators,5.0,Florida Panthers,3.0,0
44631,2011,Anaheim Ducks,1.0,New Jersey Devils,2.0,0
44632,2011,Atlanta Thrashers,4.0,Buffalo Sabres,3.0,0
44633,2011,Chicago Blackhawks,4.0,Edmonton Oilers,7.0,0
44634,2011,New York Islanders,1.0,Montreal Canadiens,3.0,0
44635,2011,New York Rangers,3.0,Carolina Hurricanes,4.0,0
44636,2011,Pittsburgh Penguins,2.0,Philadelphia Flyers,3.0,0
44637,2011,Carolina Hurricanes,0.0,Pittsburgh Penguins,3.0,0
44638,2011,Calgary Flames,2.0,Washington Capitals,7.0,0
44639,2011,Colorado Avalanche,5.0,Columbus Blue Jackets,1.0,0
44640,2011,Dallas Stars,4.0,Buffalo Sabres,0.0,0
44641,2011,Detroit Red Wings,5.0,Nashville Predators,2.0,0
44642,2011,Los Angeles Kings,3.0,New Jersey Devils,1.0,0
44643,2011,Minnesota Wild,1.0,Chicago Blackhawks,3.0,0
44644,2011,Montreal Canadiens,1.0,Florida Panthers,3.0,0
44645,2011,Ottawa Senators,0.0,Boston Bruins,4.0,0
44646,2011,Philadelphia Flyers,6.0,New York Islanders,1.0,0
44647,2011,Phoenix Coyotes,0.0,Tampa Bay Lightning,3.0,0
44648,2011,San Jose Sharks,5.0,Anaheim Ducks,2.0,0
44649,2011,St. Louis Blues,4.0,Atlanta Thrashers,3.0,0
44650,2011,Toronto Maple Leafs,0.0,New York Rangers,2.0,0
44651,2011,New York Rangers,3.0,Chicago Blackhawks,2.0,0
44652,2011,Philadelphia Flyers,3.0,Carolina Hurricanes,2.0,0
44653,2011,Vancouver Canucks,3.0,New Jersey Devils,0.0,0
44654,2011,Columbus Blue Jackets,3.0,Montreal Canadiens,0.0,0
44655,2011,Edmonton Oilers,3.0,Vancouver Canucks,4.0,0
44656,2011,Minnesota Wild,1.0,San Jose Sharks,0.0,0
44657,2011,Toronto Maple Leafs,2.0,Ottawa Senators,3.0,0
44658,2011,Anaheim Ducks,3.0,Tampa Bay Lightning,2.0,0
44659,2011,Buffalo Sabres,2.0,Boston Bruins,5.0,0
44660,2011,Carolina Hurricanes,7.0,New York Islanders,2.0,0
44661,2011,Calgary Flames,1.0,Detroit Red Wings,2.0,0
44662,2011,Chicago Blackhawks,3.0,New Jersey Devils,5.0,0
44663,2011,Dallas Stars,5.0,Pittsburgh Penguins,2.0,0
44664,2011,Florida Panthers,3.0,Atlanta Thrashers,4.0,0
44665,2011,Phoenix Coyotes,4.0,Nashville Predators,3.0,0
44666,2011,Washington Capitals,5.0,Toronto Maple Leafs,4.0,0
44667,2011,Atlanta Thrashers,0.0,Columbus Blue Jackets,3.0,0
44668,2011,Colorado Avalanche,1.0,Vancouver Canucks,3.0,0
44669,2011,Los Angeles Kings,1.0,Tampa Bay Lightning,0.0,0
44670,2011,Ottawa Senators,4.0,New York Islanders,1.0,0
44671,2011,Philadelphia Flyers,4.0,New York Rangers,1.0,0
44672,2011,St. Louis Blues,2.0,San Jose Sharks,0.0,0
44673,2011,Anaheim Ducks,3.0,Pittsburgh Penguins,2.0,0
44674,2011,Buffalo Sabres,2.0,Montreal Canadiens,3.0,0
44675,2011,Dallas Stars,6.0,Phoenix Coyotes,3.0,0
44676,2011,Edmonton Oilers,1.0,Detroit Red Wings,3.0,0
44677,2011,Florida Panthers,7.0,Carolina Hurricanes,4.0,0
44678,2011,Minnesota Wild,2.0,Calgary Flames,1.0,0
44679,2011,New Jersey Devils,0.0,New York Rangers,3.0,0
44680,2011,Washington Capitals,5.0,Boston Bruins,3.0,0
44681,2011,Atlanta Thrashers,4.0,Chicago Blackhawks,5.0,0
44682,2011,Boston Bruins,1.0,St. Louis Blues,2.0,0
44683,2011,Carolina Hurricanes,3.0,Florida Panthers,2.0,0
44684,2011,Columbus Blue Jackets,2.0,Minnesota Wild,3.0,0
44685,2011,Colorado Avalanche,5.0,Dallas Stars,0.0,0
44686,2011,Los Angeles Kings,4.0,Nashville Predators,1.0,0
44687,2011,Montreal Canadiens,2.0,Ottawa Senators,3.0,0
44688,2011,New York Islanders,1.0,Philadelphia Flyers,2.0,0
44689,2011,Phoenix Coyotes,3.0,Pittsburgh Penguins,4.0,0
44690,2011,San Jose Sharks,5.0,Tampa Bay Lightning,2.0,0
44691,2011,Toronto Maple Leafs,2.0,Buffalo Sabres,3.0,0
44692,2011,Vancouver Canucks,6.0,Detroit Red Wings,4.0,0
44693,2011,Anaheim Ducks,5.0,Nashville Predators,4.0,0
44694,2011,Chicago Blackhawks,1.0,Edmonton Oilers,2.0,0
44695,2011,New York Rangers,0.0,St. Louis Blues,2.0,0
44696,2011,Washington Capitals,3.0,Philadelphia Flyers,2.0,0
44697,2011,Detroit Red Wings,3.0,Phoenix Coyotes,2.0,0
44698,2011,Carolina Hurricanes,7.0,Edmonton Oilers,1.0,0
44699,2011,Colorado Avalanche,2.0,Calgary Flames,4.0,0
44700,2011,Montreal Canadiens,2.0,Vancouver Canucks,0.0,0
44701,2011,New York Rangers,3.0,Washington Capitals,5.0,0
44702,2011,Ottawa Senators,5.0,Atlanta Thrashers,2.0,0
44703,2011,San Jose Sharks,2.0,Anaheim Ducks,3.0,0
44704,2011,Tampa Bay Lightning,4.0,Toronto Maple Leafs,0.0,0
44705,2011,Anaheim Ducks,1.0,New York Islanders,0.0,0
44706,2011,Columbus Blue Jackets,8.0,St. Louis Blues,1.0,0
44707,2011,Chicago Blackhawks,1.0,Phoenix Coyotes,2.0,0
44708,2011,Florida Panthers,4.0,Toronto Maple Leafs,1.0,0
44709,2011,New Jersey Devils,4.0,Buffalo Sabres,5.0,0
44710,2011,Pittsburgh Penguins,4.0,Boston Bruins,7.0,0
44711,2011,Atlanta Thrashers,5.0,Minnesota Wild,1.0,0
44712,2011,Boston Bruins,1.0,Montreal Canadiens,3.0,0
44713,2011,Carolina Hurricanes,1.0,Philadelphia Flyers,8.0,0
44714,2011,Detroit Red Wings,6.0,Edmonton Oilers,2.0,0
44715,2011,Los Angeles Kings,3.0,Dallas Stars,1.0,0
44716,2011,New York Rangers,3.0,Buffalo Sabres,2.0,0
44717,2011,Ottawa Senators,2.0,Vancouver Canucks,6.0,0
44718,2011,San Jose Sharks,2.0,New York Islanders,1.0,0
44719,2011,St. Louis Blues,2.0,Nashville Predators,3.0,0
44720,2011,Washington Capitals,6.0,Tampa Bay Lightning,3.0,0
44721,2011,Anaheim Ducks,4.0,Dallas Stars,2.0,0
44722,2011,Columbus Blue Jackets,1.0,Colorado Avalanche,5.0,0
44723,2011,Florida Panthers,2.0,Minnesota Wild,1.0,0
44724,2011,New Jersey Devils,4.0,Edmonton Oilers,3.0,0
44725,2011,Phoenix Coyotes,5.0,Calgary Flames,4.0,0
44726,2011,Pittsburgh Penguins,5.0,Tampa Bay Lightning,1.0,0
44727,2011,Atlanta Thrashers,2.0,Pittsburgh Penguins,4.0,0
44728,2011,Boston Bruins,0.0,Ottawa Senators,2.0,0
44729,2011,Buffalo Sabres,3.0,Washington Capitals,2.0,0
44730,2011,Detroit Red Wings,3.0,Colorado Avalanche,1.0,0
44731,2011,Los Angeles Kings,5.0,New York Islanders,1.0,0
44732,2011,Montreal Canadiens,7.0,Carolina Hurricanes,2.0,0
44733,2011,Nashville Predators,4.0,Chicago Blackhawks,3.0,0
44734,2011,Philadelphia Flyers,5.0,Florida Panthers,2.0,0
44735,2011,Phoenix Coyotes,5.0,St. Louis Blues,3.0,0
44736,2011,San Jose Sharks,4.0,Calgary Flames,3.0,0
44737,2011,Toronto Maple Leafs,3.0,Vancouver Canucks,5.0,0
44738,2011,Chicago Blackhawks,3.0,Anaheim Ducks,2.0,0
44739,2011,New York Rangers,8.0,Edmonton Oilers,2.0,0
44740,2011,Tampa Bay Lightning,1.0,Minnesota Wild,4.0,0
44741,2011,Washington Capitals,6.0,Atlanta Thrashers,4.0,0
44742,2011,Boston Bruins,3.0,New Jersey Devils,0.0,0
44743,2011,Buffalo Sabres,4.0,Vancouver Canucks,3.0,0
44744,2011,Colorado Avalanche,6.0,St. Louis Blues,3.0,0
44745,2011,Philadelphia Flyers,5.0,Ottawa Senators,1.0,0
44746,2011,Pittsburgh Penguins,2.0,New York Rangers,3.0,0
44747,2011,San Jose Sharks,6.0,Los Angeles Kings,3.0,0
44748,2011,Dallas Stars,2.0,Anaheim Ducks,1.0,0
44749,2011,Montreal Canadiens,3.0,Philadelphia Flyers,0.0,0
44750,2011,Toronto Maple Leafs,5.0,Nashville Predators,4.0,0
44751,2011,Atlanta Thrashers,1.0,Florida Panthers,2.0,0
44752,2011,Carolina Hurricanes,7.0,Ottawa Senators,1.0,0
44753,2011,Calgary Flames,1.0,Phoenix Coyotes,3.0,0
44754,2011,Colorado Avalanche,4.0,San Jose Sharks,3.0,0
44755,2011,Detroit Red Wings,7.0,St. Louis Blues,3.0,0
44756,2011,Edmonton Oilers,0.0,Chicago Blackhawks,5.0,0
44757,2011,Los Angeles Kings,3.0,Columbus Blue Jackets,5.0,0
44758,2011,Minnesota Wild,2.0,Anaheim Ducks,1.0,0
44759,2011,New York Islanders,2.0,Tampa Bay Lightning,4.0,0
44760,2011,New York Rangers,2.0,Boston Bruins,3.0,0
44761,2011,Pittsburgh Penguins,3.0,Vancouver Canucks,1.0,0
44762,2011,Washington Capitals,4.0,Buffalo Sabres,2.0,0
44763,2011,Boston Bruins,4.0,Florida Panthers,0.0,0
44764,2011,Dallas Stars,5.0,San Jose Sharks,4.0,0
44765,2011,Montreal Canadiens,0.0,Nashville Predators,3.0,0
44766,2011,Philadelphia Flyers,7.0,Tampa Bay Lightning,8.0,0
44767,2011,Toronto Maple Leafs,3.0,New Jersey Devils,1.0,0
44768,2011,Anaheim Ducks,3.0,Columbus Blue Jackets,4.0,0
44769,2011,Atlanta Thrashers,5.0,Washington Capitals,0.0,0
44770,2011,Buffalo Sabres,4.0,Los Angeles Kings,2.0,0
44771,2011,Calgary Flames,7.0,Chicago Blackhawks,2.0,0
44772,2011,Colorado Avalanche,5.0,New York Rangers,1.0,0
44773,2011,Detroit Red Wings,3.0,Minnesota Wild,4.0,0
44774,2011,Edmonton Oilers,3.0,Phoenix Coyotes,4.0,0
44775,2011,Pittsburgh Penguins,5.0,Carolina Hurricanes,4.0,0
44776,2011,St. Louis Blues,5.0,Ottawa Senators,2.0,0
44777,2011,Boston Bruins,3.0,Los Angeles Kings,4.0,0
44778,2011,Buffalo Sabres,1.0,Tampa Bay Lightning,2.0,0
44779,2011,Carolina Hurricanes,1.0,Nashville Predators,2.0,0
44780,2011,Dallas Stars,3.0,Colorado Avalanche,4.0,0
44781,2011,Minnesota Wild,2.0,New York Rangers,5.0,0
44782,2011,Montreal Canadiens,2.0,Toronto Maple Leafs,0.0,0
44783,2011,New York Islanders,1.0,Florida Panthers,4.0,0
44784,2011,San Jose Sharks,0.0,Columbus Blue Jackets,3.0,0
44785,2011,St. Louis Blues,3.0,New Jersey Devils,2.0,0
44786,2011,Vancouver Canucks,1.0,Chicago Blackhawks,7.0,0
44787,2011,Washington Capitals,4.0,Philadelphia Flyers,5.0,0
44788,2011,Anaheim Ducks,2.0,Edmonton Oilers,4.0,0
44789,2011,Atlanta Thrashers,2.0,New York Islanders,1.0,0
44790,2011,Detroit Red Wings,5.0,Calgary Flames,4.0,0
44791,2011,Vancouver Canucks,2.0,Phoenix Coyotes,3.0,0
44792,2011,Columbus Blue Jackets,2.0,Nashville Predators,0.0,0
44793,2011,Florida Panthers,2.0,Pittsburgh Penguins,3.0,0
44794,2011,New Jersey Devils,5.0,Washington Capitals,0.0,0
44795,2011,New York Rangers,2.0,Calgary Flames,1.0,0
44796,2011,Ottawa Senators,3.0,Los Angeles Kings,2.0,0
44797,2011,Philadelphia Flyers,3.0,Montreal Canadiens,2.0,0
44798,2011,Tampa Bay Lightning,3.0,Boston Bruins,1.0,0
44799,2011,Toronto Maple Leafs,4.0,Dallas Stars,1.0,0
44800,2011,Phoenix Coyotes,5.0,Edmonton Oilers,0.0,0
44801,2011,Atlanta Thrashers,5.0,Detroit Red Wings,1.0,0
44802,2011,Buffalo Sabres,0.0,Pittsburgh Penguins,1.0,0
44803,2011,Carolina Hurricanes,2.0,Washington Capitals,3.0,0
44804,2011,Florida Panthers,1.0,Boston Bruins,3.0,0
44805,2011,Minnesota Wild,1.0,Philadelphia Flyers,6.0,0
44806,2011,Montreal Canadiens,4.0,Los Angeles Kings,1.0,0
44807,2011,New Jersey Devils,2.0,Calgary Flames,1.0,0
44808,2011,Nashville Predators,1.0,St. Louis Blues,2.0,0
44809,2011,New York Islanders,3.0,Columbus Blue Jackets,4.0,0
44810,2011,Ottawa Senators,1.0,Dallas Stars,2.0,0
44811,2011,San Jose Sharks,5.0,Chicago Blackhawks,2.0,0
44812,2011,Tampa Bay Lightning,5.0,New York Rangers,3.0,0
44813,2011,Vancouver Canucks,4.0,Colorado Avalanche,2.0,0
44814,2011,Edmonton Oilers,3.0,Colorado Avalanche,2.0,0
44815,2011,Anaheim Ducks,1.0,Chicago Blackhawks,4.0,0
44816,2011,Atlanta Thrashers,3.0,Montreal Canadiens,0.0,0
44817,2011,Boston Bruins,0.0,Carolina Hurricanes,3.0,0
44818,2011,Buffalo Sabres,3.0,Toronto Maple Leafs,1.0,0
44819,2011,Columbus Blue Jackets,1.0,Detroit Red Wings,2.0,0
44820,2011,Dallas Stars,3.0,St. Louis Blues,2.0,0
44821,2011,Florida Panthers,0.0,New York Rangers,3.0,0
44822,2011,Minnesota Wild,5.0,Nashville Predators,2.0,0
44823,2011,New York Islanders,2.0,New Jersey Devils,0.0,0
44824,2011,Philadelphia Flyers,2.0,Calgary Flames,3.0,0
44825,2011,Pittsburgh Penguins,2.0,Ottawa Senators,1.0,0
44826,2011,Vancouver Canucks,6.0,San Jose Sharks,1.0,0
44827,2011,Washington Capitals,6.0,Tampa Bay Lightning,0.0,0
44828,2011,Colorado Avalanche,7.0,Minnesota Wild,4.0,0
44829,2011,Edmonton Oilers,3.0,San Jose Sharks,4.0,0
44830,2011,Los Angeles Kings,1.0,Chicago Blackhawks,2.0,0
44831,2011,Montreal Canadiens,3.0,Buffalo Sabres,1.0,0
44832,2011,New Jersey Devils,2.0,Philadelphia Flyers,1.0,0
44833,2011,Nashville Predators,1.0,New York Rangers,2.0,0
44834,2011,Ottawa Senators,3.0,Toronto Maple Leafs,0.0,0
44835,2011,Phoenix Coyotes,4.0,Anaheim Ducks,6.0,0
